L_LatVent,R_LatVent,L_thal,R_thal,L_caud,R_caud,L_put,R_put,L_pal,R_pal,L_hippo,R_hippo,L_amyg,R_amyg,L_accumb,R_accumb
8011.8,7945.4,7752.8,6392.7,3067.4,3242.3,4537.2,5277.5,1406.8,1357.8,4013.8,4111.5,1856.3,1974.3,419.7,510.3
5469.8,3620.6,8347.5,6973.1,3662.3,3679.5,6307,6656.5,1470.6,1652.3,5041,5631.3,2134.3,2047.2,562.8,743
9523.4,12190.9,6642.1,6245.7,3076.4,3110,5526.7,5606.9,1442.9,1313.7,4174.4,4332.4,1552.5,1856.5,512.2,618.2
17569.4,19978.5,4986.3,4659,2486.9,2655.3,4655.3,4540.1,938,1003.5,2972.4,3587.7,1295,1530.6,306,425.7
15787,11274.7,7477.6,6157,4859,4674.5,6335.3,5569.4,1576.9,1440.2,3875.9,4265.5,1886.3,1964.9,617.5,801.2
NA,18779.9,8342.4,7065.1,2958.4,3172.5,5081.2,4959.3,1235.5,1314,3712.7,4361.3,1773.3,2030.9,493.9,450.9
5946.5,5732.2,8450.3,7170.8,4030,4126.3,5411.7,5455.7,1502.7,1379.5,4445.2,4716.1,1648.1,2089.2,596,770.4
6734.8,7133,6406.6,4956.7,3145.1,3204.2,4443.5,4824.2,1191,1381.2,3656.5,3692.2,1335.3,1605.7,367,464.9
14092.8,7503.2,7762.9,7428.8,3469.9,3494.1,5299.6,6027.2,1577.6,1453.6,4606.6,5074.7,2024.5,1929,503.7,884.5
4825.9,3736.7,5933.9,5500.9,2657.5,2893.8,5086.3,5087.8,1358,1425,3362.2,3681.3,1428.2,1791.3,603.6,675.2
6446.5,8602.4,8866.2,7708.1,4119.1,4727.1,5754.3,5898,1638.8,1686.8,4235.7,4462,1916.7,2029.2,728.2,826.2
12930.1,7932.4,7748.5,7061.2,3467.9,3577.9,5523.7,5031.6,1634,1370.6,3628.7,3636.7,1628.3,1735.1,553.6,561.3
5467.1,3526.9,7259.6,6223,3350.3,3441.8,4783.5,5264.4,1417.1,1447.2,3581.7,4105.9,1741.9,1964.6,546.3,661.4
6355,5984.1,8655.2,8247.5,4186.6,4407.4,6733.8,6318.3,1755,1898.9,4505,5061.1,1952.7,2569.8,663.1,705.7
13091.1,15116.3,6351,5570.4,2947.8,3173.5,4609.6,4694.1,1278.5,1115.2,4245.5,3726.8,1358.2,1518.5,657,610.5
5499.4,3023.3,7920.1,7448.7,3844.1,3823.8,6469.1,5920.3,1523.5,1405.8,5056.8,5155.7,2437.4,2678.4,949.2,980.2
11887.9,9401.7,7019.5,6365.7,3244.7,3110,4887.7,4810.8,1192.5,1330,2869.6,3358.8,1508.9,1566,687.2,649.9
8920.2,13053.2,8506.2,7384.1,4510.9,4639.5,6354.5,6147.9,1900,1927.7,4013.2,4078.1,2175.7,2327.2,568.6,684.5
NA,22810.1,5803.3,5723.2,3444.4,3914.3,4308.7,5058.6,1229,1520.7,2389.3,4253.7,925.2,2217.4,503.9,786.7
7561.3,5387.6,7636.7,6210.8,4423.1,4188.1,6263.2,5974.8,1602.3,1409.2,3995.6,3852.6,1365.1,1459.2,723.1,762.3
6318.5,5927.8,4448.7,3314.6,2277,2516.4,3917.1,3923.1,833,892,2680.3,2477.1,1099.5,1189.8,318,401.1
3235.4,2612,7926.6,7286.9,3502.2,3646.7,6357.9,6057.1,1962.3,1948.4,2921.3,4543.7,1742.4,2388.5,807.1,578.7
4595.7,4923.8,6827.8,6506.9,3795.7,4050,5054.7,4808.6,1383.5,1440.6,4476.2,4366.7,1776,2118.9,628.7,786.6
7221.7,4886.3,7828.4,6461.7,3570.1,3481.9,5392,4594.5,1236.1,1301.2,4167.3,4153,1585.8,1767.5,350.4,474.1
7172.4,9998.6,7382,7312.2,4069,4296.4,5408.1,4984.4,1854.3,1655.6,4070.8,4109.7,1647.2,1471.9,531.7,683.2
3824.2,3652,7428.6,6712.4,3486.4,3743.4,6002.4,5601.5,1499.2,1467.8,4266.8,4468.2,1803.8,1577.3,506,576.5
5043.4,4632.9,8126.6,7205.5,3557.9,3786.8,5865.8,6188.7,1718.3,1562.7,4884.2,4554.5,1930.7,2081.2,538.3,563.2
3099.2,4094.6,8909.8,8059.8,4591.7,4637.6,6393.8,6593.1,1991.3,1811.8,4434.8,4504.6,2090.1,1985.5,716,810.3
8658.5,9548.5,8683.4,7677.7,5669.3,5751.2,8294.2,8119.7,2177.5,2001,4927.9,5270.6,1845.8,1899.9,770.9,865.9
2779.5,1771.8,8304.1,6255.6,2914.4,2637.5,5214.7,5096.6,1338.7,1394.1,3348.2,3090.8,1404.3,1465.3,579.8,508.2
6384.3,5565.9,7247.7,6405.1,3105.5,3335.4,5357,5174.4,1712.6,1401.3,4306.6,4462.8,2097.1,1608.5,670.3,784.1
11368.8,9744.1,6271.3,6398.5,2555.6,2818.5,4870.2,5014.2,1245.5,1324.8,3120.2,3661.8,2167.1,2576.3,829.4,622.3
5673,7844.3,7817.6,7041.2,4045,4093.7,5412.6,5278.1,1792.4,1531.3,4062.9,3940.7,1314.9,1575.3,593.3,699.1
6897.3,3686.4,7771.5,7392,3952.4,3891.3,5637.4,5327.9,1618,1635.8,4244.7,4683.3,1562.3,1624,789.6,624.9
4546.6,2929.7,7690.3,7141.1,3038.3,3010.1,5053.1,4860.1,1268.3,1216,3475.1,3658.1,1571.4,1526.7,730.5,807.9
3595,6822.8,6617.7,5754,3035.2,2992,4829,4860.2,1172.2,1181.9,4230.5,4001.5,1800.6,1692.1,389.7,571
7886.2,7498.2,7859.1,6764.3,3266.2,3342.4,4698.3,5376.8,1691.7,1391.2,4247.3,4433.3,1814.9,1881.5,503.7,680.3
6490.3,8874.5,6917.9,6409.7,3176.5,3197.6,4964.4,4911.4,1163.7,1310.2,4332.7,4348,1729.7,1726.3,580.5,527.2
11714,10372.2,7226,6038.6,2922,3016.8,4772.3,4622.6,1218.6,1313.6,4143,4929.4,1706,1907.9,335.3,436.7
11576.3,10491.3,8610.1,7290,4358,4137.8,6032.7,5457.1,1751,1679.2,4100.9,4088.9,1868.9,1901,647,636.9
3443.8,2851.2,7199.5,6122,3903.7,3878.8,6057,5740.5,1579.9,1597.2,3969.5,4330.6,1698.4,1591.4,858.7,758.7
12840.8,9962.2,8355.7,7652.1,4955.9,5135.8,7312,7031.7,1851.1,1822,4426.8,4713.3,1755.8,2001.3,760.2,806.6
7466.1,6662.8,4723.2,4025.4,2432.4,2423.5,4118.8,3852,1207.7,1201.9,2633.7,1373.4,1244.9,699.6,387.3,346
8381.2,8680.9,9290.6,7629.2,2605.5,2506.8,4446.1,4552.1,1214.4,830.1,3979.5,3875.4,1589.6,1290.9,260.9,281.9
4001.3,4095.2,7122.9,6632.2,3001.7,3512.4,5771.9,5217.7,1562.2,1517.9,3764.1,3562.9,1428.1,1616.8,861.6,716.9
9423.1,9046.2,8332.6,7225.5,2628,2694.5,4700.1,4221.9,1301.2,1515.3,4323.2,3216.7,1489.5,1537.3,438.7,438.4
11529.8,10296,6348.7,6382.7,3601.7,3819.1,5727.7,6167.5,1872.3,1679.1,3705,2506.5,2022.3,1785.4,821.3,693.4
3350.6,2661.8,8411.6,7389.4,3901.8,3509,5956.2,5347.9,2140.4,1546,3184.8,4995.6,1439.4,1490.2,754.2,509.6
2694.5,2341.9,7540.9,5851.1,3232,2042.8,6652.1,6825.7,1171.3,1508.4,3904.3,4046.9,1699.8,2382.4,839.6,713.8
NA,NA,7250.6,6762.6,3728.3,3614.6,4294.4,4301.2,1505.7,1553.4,1183.5,3320,423.5,1459.6,482.7,565.4
8650.2,8665.9,7339.6,7003.7,3635.2,3816.3,5637.4,5779,1755.1,1744.6,3969.7,4410.5,1758.8,1927.1,756.6,753.5
3341.3,2002.6,8401.7,8049.6,3532.5,3658.7,6758.4,5985.5,1598.6,1586.5,3554.6,4351.5,1794.3,2066.1,567,633.6
6527.9,3522.4,9095.1,8396.8,4193.4,4302.7,7642.9,7708.9,1841.9,1802,5251.2,5674.9,2496.1,2475.1,658.1,656.7
8417.5,8050.1,6315.2,5849,2575,2705.1,4772.4,4925.3,1242.3,1370.1,3433.7,3518.9,1402.1,1579.7,536.8,512.2
5207.9,5411.8,7210.6,6371.1,3013.8,3320.1,5319.8,4996.2,1374.1,1476.2,3919.5,3966.5,1620.5,1510.5,543.9,643.8
4459.5,3513.5,7721.5,7411.5,3188.7,3412.3,5825.8,6471.8,1702.6,1298.4,4772.8,4798,1892.9,1791.8,640.9,616.2
3193.3,3459.2,7848.1,6507.2,3523.2,3525.2,5368.3,5772.2,1429.5,1445.1,4082.1,4145.1,1459,1806.6,490.8,593.5
3473.3,3477.2,5656.9,6896.8,2823.7,2615.6,3296.1,5140.6,1273.8,1299.1,2309.1,4166.1,1318.7,1809.7,447.4,514.4
8518.9,5123.6,7706.1,7096.1,3570.4,3503.8,5281.1,5023.2,1460.5,1558.5,4227.8,4528,1654.1,1836.8,445.6,631.7
6792.8,7220.8,7714.7,7469.7,4114.2,4161.6,7583.7,7548.6,2229.1,2153.9,4368.5,4343.5,1499.3,1921.4,986.5,887.4
8314.3,10549.3,7103.6,6197.7,2663.2,2748.3,4439.8,4477.8,1253.7,1313.4,3390.4,4232.3,1382.3,1299.5,284.1,359.4
10816.6,9988.7,6301,5952.4,4305.9,4339.1,5209.9,4976.4,1554.1,1387.3,2414.5,4125.1,1297.7,1454.4,607.4,566.8
6902.5,4700.4,7303,6588.3,3861.2,4033.3,5055.5,4850.2,1412.1,1522.6,2804.3,4451,1501.7,1964.5,437.5,479.2
7144.6,6109.4,7574.7,6577,3670.1,3865.1,4901.1,5538.9,1551.5,1601.7,3135.7,4757.6,1813.6,2172.5,643.7,648.7
8396.8,5612.3,7697.2,7270.8,3637.9,3392.8,5636.1,5661.5,1540.6,1675.7,2630.4,4357,1398.2,1839.3,466.9,621.1
12529.4,10591.7,7565.3,7002.2,3872.3,3878.8,5355.6,5340.8,1770.7,1676.8,2794.6,4594.2,1441,1725.9,518.4,525.1
12417.9,13879.3,7230.4,7210.1,4108,4251.7,4795.4,5390.2,1728.2,1335.8,3271.3,4611.2,1637.8,1977.3,577.2,654.5
6689.7,6072.5,6886.4,6247.4,3780.9,3936.5,5651.5,5537.1,1728.6,1644.8,3461,4765.1,1864.5,1920.8,562.6,580.5
10887.2,7253.6,7216.9,7378.1,3845.4,4119.7,6836.5,6565.1,1547.1,1624.1,2112.5,4839.2,1040.9,1930.1,404,611.4
7807.8,7448,6346.8,6461.5,3547.4,3558.6,5088.8,5144.8,1442.2,1446.3,735.8,4055,278.1,1687.1,497.5,589.2
15523.2,12294.2,5184.9,5491.2,2889.9,3130.9,4021,4352.3,1312.9,1354.4,2726.8,3900.2,1445.7,1607.7,438.8,496
3854,4155.6,9382,6860.1,2999.2,3395.6,4272.3,3694.6,953,916.5,3758.8,4288.4,1205.9,1390.5,479.9,382.3
10234.8,16575.1,6107,4084.3,3282.3,3428.5,4996.3,2858.7,1398.7,782.5,4474.8,657,1763,91.9,372.5,402.3
6305.5,6413.8,8363,6269.6,3685.5,3930.4,5930,5773.4,1423.1,1766.8,4399,2377.9,1669.7,1020.4,796,685
9385.2,10285.7,6046.4,4699,3216.1,3057.4,4507.2,4011.9,1351,1084.7,3771.7,864.4,1317.7,446.7,463.2,508.9
10224.8,6981.2,8024.1,6696,3634.8,3011.2,4822.4,4180.5,1084,1394.2,4052.1,4293,1218,1395.9,443.7,533.3
1778.8,2298.9,8934.1,6819,2756.5,2392.8,4392.1,4176.7,1212.8,1194.6,3976.4,4428.9,1476.3,1412.4,483.8,356
4535.8,3599.9,7404.7,6356.1,3322.6,2729.2,5090,4715,1377.3,1235.7,4292.2,4296.3,1311.6,1333.3,636.2,568.6
6379.9,5330,7498.1,6399.5,3277.4,3187,4513.8,4034.3,1318.5,1134.8,3439.7,3796.4,1397,1418.2,444.2,368.1
11950.3,11292.3,10287.4,8786.7,4465.9,3781,5444,4860.6,1325.2,1454.2,5106.1,4380.5,1497.1,1586.9,528.3,505.3
4527.5,3608,8407.3,6557.6,2994.2,2819.1,4502.7,4407.7,1065.4,1173.4,4478.9,4234.6,1189.1,1333.2,698,478
20501.1,13404.1,7917.4,6809.9,3440.3,3563,5673.6,4875.2,1104.4,1220.1,4329.4,4047.5,1211.4,1252.2,518.1,459.4
7779.3,8627.8,8413.4,7430.2,3907,3625.1,5202.5,5229,1192.8,1295.2,5089.8,4846.3,1454.4,1728.6,428.9,448
6893.4,9355.2,6972.5,5857,3246,3066.8,5241.4,4831.2,1338.4,1163.7,3051.9,3980.9,1265.2,1275.8,587.7,458.5
5211.9,7710.5,9550,8392.3,3741.4,3880.9,5683.6,5473.9,1189.4,1432.6,4738.8,4996.5,1655,1857.7,539.5,563.9
2902.7,3268,7565.7,7085.4,3452.8,3014.2,6240.9,5191.5,1158.6,1143,4894.1,5025.5,1394.1,1414,665.2,478
6747.8,2606.5,9231.6,7787.4,4035,2981.1,5858.3,5352.2,1403.6,1490.3,4946.5,4245.5,1169.2,1487.3,493,423.7
7628.1,9798.6,8548.3,6599.5,3201.9,2860.4,4791.1,5165.9,1122.2,1314.1,4556.1,3404,1192.7,1338.5,537.7,629.7
7234.5,8564.4,9898.3,8114.8,3890.9,3779.9,5504.1,5142,1433.7,1491.9,NA,4265.3,NA,1326.9,864.4,577.5
4860.4,4417.2,7545.3,6285.5,3385.5,3110.5,5130.4,4496.4,1129.7,1256.1,4056.6,3976.7,1194.5,1127,592.8,455
2985.6,3541,8090.7,7016.8,3511.1,2913.7,6257.7,5605.3,1211.6,1389.7,4452.4,4358.2,1271.9,1293.7,620.3,516.5
7502.9,6085.5,6741.1,6412.6,3906.4,3459.8,5149.7,4981.5,1497.6,1301,3612.8,4116.7,1360,1398.7,458.3,512.4
4137.2,2911.5,7680.3,6766,3082.4,2505.3,4446,4150.1,1101,1006.4,4321.1,4027.4,1139.2,1223.2,396.7,425.5
7582.2,4948.5,7212.1,6475,2541,2505,4870.7,4684,1151.2,1128,3832.2,4850.4,1270.7,1450.2,591.6,453.4
7937.7,4493.9,8497,6890.2,3695.6,2899.2,5292.8,4750.8,1104.8,1315.3,4557.8,4350.6,1449.5,1538.5,510.7,638.1
11224.6,8859.6,8274,7269.5,3744.2,3453.6,4904.6,4654.5,1454.2,1504.7,4465.9,4872.1,1368.2,1486,701.4,640.5
4826.5,3945.7,9777.5,9080.9,3263.2,2791.8,5864.7,5145.4,1338.5,1211.3,5209.4,4988.2,1498.2,1462.1,532.3,417.5
6398.8,4450.5,7784.4,7002.9,3692.5,3225.3,4868.1,4797,1253.5,1081.4,3926.6,3930,1254.3,1345.5,410.8,399.2
2935.7,2488.3,8177.2,6927.2,3655.9,2860.3,5448.8,4915,1292.9,1213,4697.2,4651.1,1442.9,1461.9,552.9,590.4
3561.6,2993.3,8180.3,6803,3957,4025.7,4752.4,4895.1,1246.9,1385.3,4322.3,4232,1523,1643.9,482.4,510
4631.5,3725.2,7650.7,6974.1,3161.4,2695.6,5692.6,4748.6,1231.7,1294,4538.3,4434.4,1429.7,1440.9,646.2,508.7
3086.6,3403,6949.1,6195,2792.1,2361.3,4846.2,4375.5,1132.3,1119.5,4250.4,4343.1,1223.2,1183.1,537.2,434.2
3983.8,3835.9,8009.8,7346,3482.9,3240.1,5895.2,5576.8,1639.7,1557.1,4495.1,4218.4,1605.6,1421.7,440.2,490.9
3388.2,2743.3,7955.3,7101,3397.8,2648.7,5325.5,4739.2,1212.1,1142,4244.4,3642.3,1224.6,1243.6,541.2,438.1
4989.7,5871.7,8470.7,7357.8,3623.9,2988.1,5693.5,4860.4,1264.8,1429.3,4703.3,4377.9,1327.3,1546.2,641.2,463
3442.7,3861.6,8979.4,6706.8,3236.1,2913,4091.6,3998.8,841.6,1299.8,4619.4,4311.5,1452.1,1487.5,473.5,460.7
2982.6,2859,9011.3,8605.1,3660.1,2977.3,5972.2,5485.4,1492.8,1470.3,5714.1,5533.2,1608.5,1490.4,685.8,561.4
5718.8,6935,6642.2,6141.3,3075.8,2754.6,4775.6,4604.4,1301.7,1331.2,4796.3,4511.5,1338.5,1380,528.9,518.8
11480,11627.8,8339.9,6939,3587.7,3261.7,5107.4,5053.7,1308.3,1564.8,3068,4240.7,1236.3,1256.3,383.2,459
9775.7,7885.1,6411,5842,2843.5,2483.7,4386.1,3468.2,987.2,1056.1,4331.8,3984.9,1175.3,1268,441.8,422.5
4636.4,3797.8,8213.8,7069.4,3778.6,2844,5510.5,4839.9,1567.1,1377.3,4451.9,4529.7,1602.6,1509.2,644,607.5
3263.6,2469,10268.9,8628.9,3198.2,2822.7,5242.9,5034.3,1162.4,1425.6,4784.8,4759.9,1510.7,1542.5,574.5,512.2
5438.1,4704.9,9072.2,7673.6,4771.7,3934.7,5512.6,4728.6,1341.9,1420.4,5083,4823.2,1479,1652.5,580.7,663
11504.6,9902.5,8459.4,7571.4,4263.3,3770.4,5912.5,5641.8,1461.8,1448.2,NA,4849.8,1031.7,1423.5,480.6,570.8
5463.8,3824.2,7547.8,6642,3515.8,3035.8,5596.1,4976.7,1257.9,1350.4,3323.8,4784.6,NA,1649.6,537.1,537.5
7860.9,8598.1,8626.2,7107.6,4115.3,3970.2,5211.4,4849.7,1460.2,1485.6,3935.4,4484.7,1243.6,1389,541.2,442.3
7730.1,7126.8,8169.6,7551.3,4356.4,3840,5880.7,5520.2,1564.6,1405.6,5132.9,4924.4,1651.8,1768.9,726.1,704.9
5925.4,5093.7,6924.9,5636,3049.8,2995.5,4740.8,4288.4,1112.7,1037.7,3517.4,3380.6,1098.9,1190.4,442.5,420.6
9279.9,5611.6,8899.7,7578.6,4182.5,4828.5,4473.9,5772,1408.4,1580.7,4571.2,5050.6,1631.9,2006.1,871.7,772
5421.6,5583.2,8060.9,7311.8,3876,3176.5,5937.3,5732.2,1570.6,1412.2,4886.6,4709.2,1803.6,1343.1,672.4,503.1
14401.4,12922.8,7195.5,6414.1,2703.5,2694.6,4444.3,3965.3,902.1,1007.6,4011.2,4089.7,1200.5,1450.3,414.4,366.2
15285.9,16731.9,7969.2,7585.6,3660.3,3716.3,5483.5,4474.4,1355,1106.1,4839.9,5075.8,1406.2,1141.8,577.5,559.4
12312.1,12059.5,8591.5,6946,3500.7,3193,4978.9,4540.7,1358.4,1435,2745.5,4752.5,1480.1,1596.1,498.8,449
760.5,412.1,7660,7066.5,2555.3,1928.4,4809.7,4158.2,1156.8,1147,3709.8,3492.6,966,1157.3,659.7,409.8
2727.2,2603.8,8014.7,7639.4,4759.9,4427.9,6311.6,5889.7,1593,1466.9,4753.8,4390.2,1558.7,1593.9,496.7,535.7
4125.6,3592.6,8385.4,7117.4,3454.4,2988.5,5105.5,4893.5,1202.9,1440.4,4375,4241.7,1233.7,1371,473.9,458.3
9123.7,11436.7,9345.7,8067.1,4588.7,4418.8,7209.7,6079.7,1706.1,1599.5,4949.5,4633.6,1776.9,1616.8,709.6,618.4
14802.7,11486.8,6204.5,6487.4,3622.3,3689.2,5755,5348.8,1673.5,1539.8,4166.3,4523,1701.6,1898.7,620.7,486.9
2527.9,3366.4,8088.1,6873.1,2978.1,2633.7,4381.6,4592,1132.9,1184.1,4351.6,3894,1221.1,1161.1,552,529.4
5170.3,3289.1,7652.1,6728.4,3140.2,3045.4,5222.4,4663.7,1170.2,1296,3516.7,4062.1,1111.7,1308.4,491.1,559.9
12701.7,9739.4,8575,7398.5,3477.2,3320.2,5498,5193.5,1147.4,1231.4,4610.1,4586.1,1700,1405,535,520.6
4182.3,2568.2,7626.1,6207.9,3188.6,2928,5662.5,4539.1,1242.5,1181.7,4251.3,NA,1345.6,632.3,732.4,381.7
8983.4,3864.9,7912.4,7860.2,3709,2752.6,5218.2,4644.6,1337.2,1462.8,4171.7,3020.8,1636.8,1560.4,582.1,452.3
3762.4,3146,6052,5781.6,3023.8,2788,4476.3,4089.9,1040.7,987.6,1622.2,4219.6,717.7,1110.5,716.3,401.1
3616.4,5871.2,7447.2,6672.4,3384.9,3037.8,4159,4080.7,1399.1,1124.2,4132.1,4083.9,1297.5,1204.7,874.6,493.9
4539.8,7524.7,8778.5,7169.2,3272.8,3185.8,5333.7,5264.9,1394.7,1471.9,4752.8,4837.3,1356.1,1289.3,578.7,602.5
8005.1,8752.2,8217.2,7050.2,3456.4,3424.1,6313.7,5385.6,1443.9,1485.4,4622.5,4634.7,1518.4,1561.1,623.6,790.9
2567.9,1957,7079.1,6617.4,3292.4,2928.8,5108.9,4346.6,1247.8,1176.6,4116,4331,1197.7,1216.7,529.5,647.3
6444.4,3974.5,8920.3,7345,3563.1,3537.1,5226.6,5520.5,1048.4,1325.4,4594.1,4181.2,1424,1465.3,621.7,780.6
7721.8,3783.2,8683.7,7540.7,3417.3,3207.8,6063.2,5507.8,1452.5,1333.4,4818.3,4933.7,1582.3,1716.4,693.2,600.5
12169.2,8050.3,7794.8,6795.8,2889.6,2644.4,4685.9,4658.6,1064.8,1206.1,2044.7,4432.5,430.9,1406.2,425.1,399.6
6930.3,3693.4,8283.2,7662.3,3112.7,2711.1,6106.4,5114.9,1432.7,1321.4,4650.6,4484.4,1572.2,1589.9,592.5,673.1
9781.4,8620.1,9228.4,7906.3,3695.8,3604.4,4952.3,4629.1,1412.2,1566.9,3634.1,4696,1391,1434.4,489.5,518.1
6829.2,6827,9734.5,8784.8,4837.5,4690.6,5971.5,6144,1466.4,1386.7,4698.1,4733.8,1459.2,1637.7,667.9,561.3
6433.6,12318.2,9252.8,7528.1,3813,3783.5,5086.8,5367,1350.9,1457.4,3075.9,5584,1138.4,1588.4,894,596.9
7356.9,7754.6,6713.7,5311.5,2908.8,2721.1,3687.6,3569.9,1010.4,999.8,2137.5,3700.2,NA,1102.8,425.5,371.3
1907.6,2295,7805.8,7323.1,3241.4,2979.1,5729.7,5432,1532.2,1265,4288.9,4285,1412.5,1312.2,705.5,498.8
5681.7,4752.4,7978.9,7382.9,3223,3046.9,5398.3,4814.8,1306.6,1342.3,3632.6,3866.2,1068.1,1174,691.6,507.6
18035.9,12259.6,8094.6,7522.5,4142.2,3757.7,6222.6,6006.9,1388,1636.4,2246.2,4341.2,1172.5,1503.1,679,595.9
10252.3,12264.5,7432.2,6942.5,3124.2,3346.4,5219.5,4880.6,1307.3,1182.3,4376.9,4379.5,1403.1,1211.5,538.3,387.3
24464.7,23410.4,8832.8,7676,3956.6,3835.2,6370.3,5782.7,1466.8,1506.8,4404.7,4442.1,1575.1,1642.8,461.1,596.5
8312.8,8123.9,6525.5,5770.9,2832.8,2436.9,3465.6,3470.3,832.9,868.8,4336.4,4867.2,1284.6,1282.9,316.1,268.4
2188.4,1522.2,7468.9,6427.9,2575.4,2605.7,3922.6,3907.9,975.7,982.1,3968,3907.7,984.5,1118.5,542.2,472.2
2831.9,2703.3,7096.1,6939,2604.6,2445.7,4610.1,4416.6,1094.8,1210.4,4072.5,3833.3,1180.2,1085.9,459.5,417.8
8877.7,6428.5,8798,8233.2,4681.8,4028.8,6376,6079.4,1732.3,1553.5,4603,4748.5,1696.2,1427.7,776,713
4115.8,3562.6,6711.3,5972.8,3547.2,3176.5,4651.2,4389.4,1224,1224.5,4014.3,3888.3,1370.3,1347.6,666.2,462.4
2192.2,2123.6,7715.9,6383.5,3213.8,2754.3,5386.9,4629.6,1213.4,1148,4780.1,2493,1720.9,1233.9,583.4,746.7
2753.9,2647.8,7225.8,6344.6,3149.7,2421.7,5246.4,4719.4,1081.4,1069.8,4207.7,3964.3,1235.2,1214.5,585.2,388.3
7987.1,11111.6,7704.1,6617.5,3266.3,2875.5,4120.7,3784.4,1080.9,1207.7,2686.3,3739.6,827.3,1257.9,442,433.2
2815.4,3520.6,6397,5095.4,2544.5,2275.8,4072.3,3699.4,1018.4,1038.4,4140,3990.3,1106.1,1195.6,369.1,389.7
7588,7181.5,8013.6,6795.4,3572.2,3293.6,5644.4,4973.8,1475,1335.6,4606.1,4325.2,1402.6,1366,569.6,567.2
7121.4,8117.9,7423.4,6405.5,3446.3,3263.6,4778.3,4383.1,1171.3,1171.7,4085.9,3930.4,1400.5,1422.5,538,554.1
4723.2,7604.8,9550.2,8796.1,4126.5,3884.4,5099.7,5183.3,1574.8,1283.8,5198.2,4745,1383.8,1649.3,528.7,649
8079,7664.9,8643.6,6997.7,3250.7,3168.2,5610.5,5304,1430.2,1451.9,4033,4171,1222.2,1296.1,512,515.3
13823.9,10372.9,9139.9,7178.5,4268.7,4265.7,5355,5203.7,1340.9,1621.9,5496.9,5818.2,1807.4,1873,743.8,928.6
3905.1,3134.4,7675.5,6514.3,3458.9,3108.6,4637.1,4224.2,1249.9,1181.2,4393.8,4463.4,1209.3,1114.1,468.9,482.5
5524.3,4950.3,9140.8,8364.5,3195.7,3204.3,5400,5514.8,1643.9,1537.2,2543.6,5329.7,879.7,1612.1,519,564.6
6735,5753.3,6668.6,6332,3266.6,3110.1,4483.8,3872.4,1196,1222.6,3645.7,3834.6,1185.2,1193.9,394.1,343
5794.9,5831.9,7184.9,6883.1,2554.2,2397.5,4057,3382.2,934.1,863.7,4083.7,4372.3,1205.5,1343.5,523,355.7
11842.3,9783.1,8157.1,7290.1,3583.7,3584.2,5765.6,5370.2,1372.6,1517.4,3859.7,4087.8,1580.7,1741,634.8,726.1
6466.5,6415.8,7071.7,6225.7,2803.7,2463.3,4301.2,3958.8,1137,1140.5,3698.6,3665.4,1256,1195,471.5,425.7
2754.2,3335.1,7129.9,6412.4,3615.2,3613.5,5876.3,5747.9,1691.2,1579.9,4637.9,4473.9,1426.7,1322.4,588.6,590
5373.8,6419.4,8448.9,6840.8,3788.8,3831,5387.7,5001.6,1318.4,1462.3,4350.8,4197.4,1502,1652.3,575,516.5
29433.1,39455.1,9420.3,8924.2,4886.4,4896.4,6182.1,5727.1,1717.5,1801.3,5034.6,4402.6,1362.9,1671.2,421.9,447.7
2420.1,2705.5,9147.8,8415.1,3731.9,3555.5,6486.7,5768.2,1779.7,1623.7,5009.4,5195.4,1653,1595.8,616.9,619.4
5813,5106,7726.5,7018.7,3788.9,3522.9,5094.5,4499.6,1386.9,1331.5,4437.4,4225.5,1301.3,1283.7,649.2,659.9
3215.4,3822.6,7275.8,6132,3188.8,3210.5,4223.9,4513.7,1034.8,1303.6,4073.7,4155.1,1254,1209,350.4,405.6
3792.2,4990.9,8750.1,7322.2,3550.9,3504.9,5294.7,5554.8,1312.7,1476.4,4780.9,4892.5,1667.4,1857.1,540.4,557.5
8356.1,7401.1,9793,8204.5,4084.4,4036.4,6023.7,6050.3,1210.3,1667.8,4756.9,4832.8,1453.4,1517.8,616.8,690.3
3395.5,3372.9,10416.5,9776.6,3843.9,3694.3,5540.8,5632.8,1420.3,1484.3,5018.7,4940.9,1630,1572.3,616.3,617.9
3377.2,4343.1,9061.2,8075.8,3352.1,3251.5,5175,5620.6,1339.8,1354.6,4782.3,4828.1,1292.2,1274.2,595.8,667
3010.4,2501.9,6855.1,6226.8,2796.8,2849.7,4919.8,4781.9,1084.2,1160.2,3854.4,4086.9,1097.9,1198.8,730.4,606.3
8310.7,5958.4,7479.1,7655.7,3608.8,3549.8,4498.2,3672.9,1404.4,1328.7,4476.6,4762.9,1548.8,1550.6,421.7,503.7
7655.3,8912.4,10095,9294.4,4348.2,4050,6282.2,5541.5,1491.5,1683,5095.3,5109.4,1751,1682.2,564.9,649
9897.5,8333.6,7372.8,5934.9,3727.5,3698,5470.3,4823.7,1149.5,1238.5,3909.1,4015.7,1407.2,1282.2,468.1,489.3
4795.9,7657.7,8773.3,6548.8,3796.8,4248.3,5545.8,5591.9,1230.3,1605.3,4428.6,4356.2,1456,1431.4,715.1,708.2
14814.1,9785.7,7788.8,6497.5,4327.4,3437.7,4957.6,4875.4,1498.2,1492.9,4732.8,4643,1380.1,1388.4,581.3,649.7
